Order_ID,Order_Date,Customer_ID,Customer_Name,City,State,Region,Product_ID,Product_Name,Category,Quantity,Unit_Price,Discount,Salesperson,Payment_Mode,NetSales
O00201,12-05-2024,C0166,Customer 166,Hyderabad,Telangana,South,P007,Headphones,Accessories,4,3200,15%,Rahul,Net Banking,10880
O00202,12-03-2025,C0170,Customer 170,Bengaluru,Karnataka,South,P011,Notebook,Office Supplies,2,180,0%,Priya,Credit Card,360
O00203,21-10-2024,C0077,Customer 77,Kochi,Kerala,South,P012,Backpack,Accessories,1,2200,0%,Rahul,Cash,2200
O00204,30-11-2025,C0017,Customer 17,Jaipur,Rajasthan,North,P015,USB Hub,Accessories,1,1400,10%,Karan,UPI,1260
O00205,20-08-2024,C0158,Customer 158,Delhi,Delhi,North,P010,Printer,Office Supplies,5,11500,5%,Priya,UPI,54625
O00206,14-07-2024,C0037,Customer 37,Kochi,Kerala,South,P006,Mouse,Accessories,1,950,10%,Priya,UPI,855
O00207,04-02-2025,C0017,Customer 17,Hyderabad,Telangana,South,P006,Mouse,Accessories,2,950,5%,Neha,UPI,1805
O00208,04-12-2025,C0210,Customer 210,Pune,Maharashtra,West,P014,External SSD,Electronics,2,8500,5%,Rahul,UPI,16150
O00209,29-01-2024,C0125,Customer 125,Hyderabad,Telangana,South,P007,Headphones,Accessories,1,3200,5%,Arjun,Net Banking,3040
O00210,21-06-2025,C0203,Customer 203,Bengaluru,Karnataka,South,P007,Headphones,Accessories,1,3200,5%,Priya,Credit Card,3040
O00211,27-09-2024,C0141,Customer 141,Lucknow,Uttar Pradesh,North,P007,Headphones,Accessories,3,3200,8%,Priya,Net Banking,8832
O00212,22-01-2024,C0175,Customer 175,Kolkata,West Bengal,East,P004,Monitor,Electronics,1,14500,10%,Sneha,UPI,13050
O00213,29-10-2024,C0092,Customer 92,Kochi,Kerala,South,P005,Keyboard,Accessories,1,1800,8%,Sneha,Debit Card,1656
O00214,13-09-2024,C0197,Customer 197,Nashik,Maharashtra,West,P011,Notebook,Office Supplies,1,180,8%,Neha,UPI,165.6
O00215,07-06-2025,C0064,Customer 64,Mumbai,Maharashtra,West,P009,Desk,Furniture,2,16000,5%,Rahul,Cash,30400
O00216,27-08-2025,C0174,Customer 174,Lucknow,Uttar Pradesh,North,P001,Laptop,Electronics,3,55000,10%,Sneha,Credit Card,148500
O00217,23-11-2025,C0199,Customer 199,Nashik,Maharashtra,West,P013,Webcam,Electronics,4,4200,20%,Priya,Debit Card,13440
O00218,30-03-2025,C0153,Customer 153,Kolkata,West Bengal,East,P014,External SSD,Electronics,1,8500,8%,Priya,Credit Card,7820
O00219,26-12-2025,C0176,Customer 176,Lucknow,Uttar Pradesh,North,P012,Backpack,Accessories,2,2200,2%,Karan,Credit Card,4312
O00220,12-03-2024,C0064,Customer 64,Kochi,Kerala,South,P001,Laptop,Electronics,2,55000,8%,Neha,Credit Card,101200
O00221,27-10-2024,C0095,Customer 95,Surat,Gujarat,West,P011,Notebook,Office Supplies,2,180,15%,Amit,UPI,306
O00222,06-07-2025,C0214,Customer 214,Nashik,Maharashtra,West,P008,Office Chair,Furniture,1,12500,20%,Karan,UPI,10000
O00223,21-10-2025,C0054,Customer 54,Surat,Gujarat,West,P012,Backpack,Accessories,1,2200,10%,Neha,UPI,1980
O00224,11-08-2025,C0002,Customer 2,Mumbai,Maharashtra,West,P001,Laptop,Electronics,1,55000,5%,Neha,Cash,52250
O00225,22-05-2024,C0090,Customer 90,Kolkata,West Bengal,East,P010,Printer,Office Supplies,1,11500,0%,Amit,Cash,11500
O00226,09-01-2024,C0061,Customer 61,Nashik,Maharashtra,West,P011,Notebook,Office Supplies,4,180,0%,Karan,UPI,720
O00227,20-11-2025,C0204,Customer 204,Jaipur,Rajasthan,North,P008,Office Chair,Furniture,2,12500,10%,Arjun,Net Banking,22500
O00228,26-07-2024,C0007,Customer 7,Chennai,Tamil Nadu,South,P004,Monitor,Electronics,2,14500,10%,Neha,Credit Card,26100
O00229,14-01-2024,C0127,Customer 127,Lucknow,Uttar Pradesh,North,P012,Backpack,Accessories,1,2200,0%,Arjun,Debit Card,2200
O00230,01-05-2024,C0025,Customer 25,Kochi,Kerala,South,P003,Tablet,Electronics,1,18000,5%,Vikram,UPI,17100
O00231,14-10-2024,C0119,Customer 119,Ahmedabad,Gujarat,West,P007,Headphones,Accessories,2,3200,5%,Neha,Debit Card,6080
O00232,28-02-2024,C0037,Customer 37,Jaipur,Rajasthan,North,P009,Desk,Furniture,2,16000,0%,Rahul,UPI,32000
O00233,18-12-2024,C0182,Customer 182,Bhubaneswar,Odisha,East,P015,USB Hub,Accessories,3,1400,0%,Vikram,Debit Card,4200
O00234,30-05-2025,C0189,Customer 189,Jaipur,Rajasthan,North,P004,Monitor,Electronics,2,14500,10%,Priya,UPI,26100
O00235,23-02-2025,C0177,Customer 177,Nashik,Maharashtra,West,P009,Desk,Furniture,1,16000,5%,Priya,Net Banking,15200
O00236,21-10-2024,C0162,Customer 162,Thane,Maharashtra,West,P006,Mouse,Accessories,1,950,8%,Sneha,Credit Card,874
O00237,05-07-2025,C0131,Customer 131,Kochi,Kerala,South,P002,Smartphone,Electronics,3,28000,2%,Neha,Debit Card,82320
O00238,24-10-2024,C0240,Customer 240,Kolkata,West Bengal,East,P007,Headphones,Accessories,1,3200,20%,Arjun,Credit Card,2560
O00239,13-11-2024,C0166,Customer 166,Kochi,Kerala,South,P009,Desk,Furniture,1,16000,5%,Sneha,Credit Card,15200
O00240,24-05-2024,C0217,Customer 217,Thane,Maharashtra,West,P002,Smartphone,Electronics,1,28000,20%,Neha,Net Banking,22400
O00241,27-02-2025,C0005,Customer 5,Bhubaneswar,Odisha,East,P001,Laptop,Electronics,2,55000,5%,Arjun,Credit Card,104500
O00242,21-09-2025,C0139,Customer 139,Bengaluru,Karnataka,South,P003,Tablet,Electronics,1,18000,5%,Neha,Debit Card,17100
O00243,02-10-2024,C0105,Customer 105,Mumbai,Maharashtra,West,P005,Keyboard,Accessories,2,1800,15%,Amit,UPI,3060
O00244,16-04-2024,C0212,Customer 212,Hyderabad,Telangana,South,P009,Desk,Furniture,2,16000,8%,Vikram,Debit Card,29440
O00245,04-06-2024,C0120,Customer 120,Hyderabad,Telangana,South,P008,Office Chair,Furniture,3,12500,5%,Rahul,UPI,35625
O00246,25-05-2025,C0114,Customer 114,Kolkata,West Bengal,East,P002,Smartphone,Electronics,1,28000,0%,Amit,UPI,28000
O00247,28-02-2024,C0198,Customer 198,Ahmedabad,Gujarat,West,P005,Keyboard,Accessories,1,1800,5%,Sneha,Debit Card,1710
O00248,03-08-2024,C0020,Customer 20,Ahmedabad,Gujarat,West,P002,Smartphone,Electronics,2,28000,0%,Amit,Debit Card,56000
O00249,02-07-2024,C0185,Customer 185,Delhi,Delhi,North,P015,USB Hub,Accessories,2,1400,5%,Priya,Credit Card,2660
O00250,03-11-2024,C0151,Customer 151,Kolkata,West Bengal,East,P013,Webcam,Electronics,2,4200,2%,Arjun,UPI,8232
O00251,30-10-2025,C0085,Customer 85,Mumbai,Maharashtra,West,P007,Headphones,Accessories,1,3200,10%,Sneha,UPI,2880
O00252,05-08-2024,C0193,Customer 193,Delhi,Delhi,North,P007,Headphones,Accessories,1,3200,0%,Neha,Debit Card,3200
O00253,10-08-2025,C0136,Customer 136,Bhubaneswar,Odisha,East,P008,Office Chair,Furniture,1,12500,10%,Priya,Debit Card,11250
O00254,22-02-2024,C0147,Customer 147,Bhubaneswar,Odisha,East,P014,External SSD,Electronics,2,8500,8%,Sneha,Debit Card,15640
O00255,07-08-2025,C0242,Customer 242,Surat,Gujarat,West,P015,USB Hub,Accessories,3,1400,20%,Vikram,Debit Card,3360
O00256,19-11-2024,C0077,Customer 77,Bhubaneswar,Odisha,East,P009,Desk,Furniture,2,16000,10%,Priya,Debit Card,28800
O00257,31-01-2025,C0198,Customer 198,Pune,Maharashtra,West,P002,Smartphone,Electronics,3,28000,5%,Rahul,Credit Card,79800
O00258,25-12-2025,C0054,Customer 54,Delhi,Delhi,North,P009,Desk,Furniture,1,16000,5%,Arjun,Credit Card,15200
O00259,17-04-2025,C0147,Customer 147,Hyderabad,Telangana,South,P013,Webcam,Electronics,2,4200,5%,Rahul,UPI,7980
O00260,13-09-2025,C0218,Customer 218,Chennai,Tamil Nadu,South,P003,Tablet,Electronics,2,18000,10%,Amit,Credit Card,32400
O00261,29-03-2025,C0026,Customer 26,Jaipur,Rajasthan,North,P002,Smartphone,Electronics,4,28000,10%,Amit,Credit Card,100800
O00262,26-10-2024,C0226,Customer 226,Ahmedabad,Gujarat,West,P015,USB Hub,Accessories,2,1400,5%,Arjun,Net Banking,2660
O00263,02-03-2025,C0242,Customer 242,Hyderabad,Telangana,South,P011,Notebook,Office Supplies,1,180,0%,Arjun,Net Banking,180
O00264,15-12-2025,C0117,Customer 117,Hyderabad,Telangana,South,P015,USB Hub,Accessories,1,1400,0%,Vikram,Credit Card,1400
O00265,07-01-2025,C0034,Customer 34,Kolkata,West Bengal,East,P013,Webcam,Electronics,1,4200,2%,Arjun,Credit Card,4116
O00266,31-10-2025,C0136,Customer 136,Bengaluru,Karnataka,South,P004,Monitor,Electronics,2,14500,2%,Priya,Net Banking,28420
O00267,16-12-2024,C0094,Customer 94,Chennai,Tamil Nadu,South,P007,Headphones,Accessories,3,3200,10%,Arjun,Debit Card,8640
O00268,20-03-2025,C0056,Customer 56,Mumbai,Maharashtra,West,P010,Printer,Office Supplies,1,11500,20%,Priya,UPI,9200
O00269,10-01-2025,C0054,Customer 54,Mumbai,Maharashtra,West,P012,Backpack,Accessories,2,2200,0%,Vikram,Debit Card,4400
O00270,07-08-2024,C0118,Customer 118,Ahmedabad,Gujarat,West,P006,Mouse,Accessories,1,950,2%,Neha,UPI,931
O00271,06-08-2025,C0121,Customer 121,Kochi,Kerala,South,P010,Printer,Office Supplies,2,11500,5%,Rahul,Debit Card,21850
O00272,03-09-2025,C0050,Customer 50,Jaipur,Rajasthan,North,P003,Tablet,Electronics,1,18000,8%,Neha,Debit Card,16560
O00273,29-08-2024,C0202,Customer 202,Mumbai,Maharashtra,West,P007,Headphones,Accessories,1,3200,2%,Priya,Net Banking,3136
O00274,23-10-2025,C0119,Customer 119,Ahmedabad,Gujarat,West,P001,Laptop,Electronics,1,55000,8%,Priya,UPI,50600
O00275,12-08-2025,C0011,Customer 11,Bengaluru,Karnataka,South,P009,Desk,Furniture,2,16000,0%,Amit,Cash,32000
O00276,19-10-2025,C0035,Customer 35,Delhi,Delhi,North,P005,Keyboard,Accessories,1,1800,5%,Arjun,Debit Card,1710
O00277,30-11-2025,C0203,Customer 203,Delhi,Delhi,North,P008,Office Chair,Furniture,3,12500,8%,Sneha,Credit Card,34500
O00278,05-02-2024,C0167,Customer 167,Kochi,Kerala,South,P014,External SSD,Electronics,1,8500,15%,Rahul,Credit Card,7225
O00279,28-02-2025,C0097,Customer 97,Chennai,Tamil Nadu,South,P006,Mouse,Accessories,2,950,5%,Priya,UPI,1805
O00280,08-06-2024,C0005,Customer 5,Hyderabad,Telangana,South,P011,Notebook,Office Supplies,2,180,15%,Neha,Debit Card,306
O00281,15-09-2024,C0044,Customer 44,Kochi,Kerala,South,P010,Printer,Office Supplies,1,11500,0%,Priya,Debit Card,11500
O00282,15-04-2025,C0209,Customer 209,Nashik,Maharashtra,West,P002,Smartphone,Electronics,2,28000,0%,Priya,UPI,56000
O00283,13-10-2024,C0197,Customer 197,Kochi,Kerala,South,P013,Webcam,Electronics,2,4200,0%,Neha,UPI,8400
O00284,18-10-2025,C0121,Customer 121,Delhi,Delhi,North,P012,Backpack,Accessories,1,2200,20%,Rahul,Net Banking,1760
O00285,18-09-2025,C0237,Customer 237,Delhi,Delhi,North,P012,Backpack,Accessories,1,2200,20%,Karan,Debit Card,1760
O00286,28-05-2024,C0065,Customer 65,Lucknow,Uttar Pradesh,North,P014,External SSD,Electronics,1,8500,2%,Karan,Debit Card,8330
O00287,03-07-2025,C0161,Customer 161,Ahmedabad,Gujarat,West,P012,Backpack,Accessories,1,2200,0%,Priya,UPI,2200
O00288,26-12-2024,C0114,Customer 114,Kochi,Kerala,South,P002,Smartphone,Electronics,1,28000,15%,Amit,Credit Card,23800
O00289,10-02-2025,C0067,Customer 67,Thane,Maharashtra,West,P014,External SSD,Electronics,5,8500,15%,Sneha,Net Banking,36125
O00290,11-11-2024,C0171,Customer 171,Bhubaneswar,Odisha,East,P006,Mouse,Accessories,3,950,2%,Arjun,Credit Card,2793
O00291,06-06-2024,C0166,Customer 166,Pune,Maharashtra,West,P013,Webcam,Electronics,4,4200,10%,Sneha,UPI,15120
O00292,13-03-2024,C0007,Customer 7,Thane,Maharashtra,West,P014,External SSD,Electronics,1,8500,0%,Rahul,Debit Card,8500
O00293,22-09-2024,C0210,Customer 210,Kolkata,West Bengal,East,P004,Monitor,Electronics,3,14500,0%,Sneha,UPI,43500
O00294,19-04-2024,C0095,Customer 95,Kolkata,West Bengal,East,P001,Laptop,Electronics,4,55000,10%,Priya,Credit Card,198000
O00295,14-10-2025,C0169,Customer 169,Surat,Gujarat,West,P009,Desk,Furniture,1,16000,0%,Neha,Credit Card,16000
O00296,12-01-2024,C0079,Customer 79,Thane,Maharashtra,West,P013,Webcam,Electronics,5,4200,5%,Vikram,Net Banking,19950
O00297,22-03-2025,C0020,Customer 20,Pune,Maharashtra,West,P013,Webcam,Electronics,2,4200,2%,Sneha,Debit Card,8232
O00298,31-05-2025,C0151,Customer 151,Nashik,Maharashtra,West,P015,USB Hub,Accessories,3,1400,5%,Neha,Credit Card,3990
O00299,25-02-2024,C0178,Customer 178,Kochi,Kerala,South,P015,USB Hub,Accessories,1,1400,5%,Amit,UPI,1330
O00300,08-05-2025,C0073,Customer 73,Hyderabad,Telangana,South,P014,External SSD,Electronics,1,8500,8%,Priya,Debit Card,7820
O00301,10-04-2024,C0004,Customer 4,Delhi,Delhi,North,P008,Office Chair,Furniture,2,12500,2%,Priya,Debit Card,24500
O00302,03-03-2024,C0166,Customer 166,Delhi,Delhi,North,P002,Smartphone,Electronics,3,28000,5%,Karan,UPI,79800
O00303,09-06-2025,C0007,Customer 7,Chennai,Tamil Nadu,South,P012,Backpack,Accessories,1,2200,5%,Vikram,UPI,2090
O00304,08-02-2025,C0130,Customer 130,Kolkata,West Bengal,East,P011,Notebook,Office Supplies,1,180,2%,Neha,Debit Card,176.4
O00305,05-03-2024,C0120,Customer 120,Delhi,Delhi,North,P005,Keyboard,Accessories,1,1800,10%,Vikram,Cash,1620
O00306,02-11-2025,C0082,Customer 82,Ahmedabad,Gujarat,West,P013,Webcam,Electronics,2,4200,0%,Priya,Debit Card,8400
O00307,20-09-2025,C0149,Customer 149,Thane,Maharashtra,West,P007,Headphones,Accessories,2,3200,0%,Priya,UPI,6400
O00308,11-03-2025,C0082,Customer 82,Jaipur,Rajasthan,North,P003,Tablet,Electronics,3,18000,5%,Neha,Net Banking,51300
O00309,27-01-2025,C0105,Customer 105,Mumbai,Maharashtra,West,P008,Office Chair,Furniture,5,12500,10%,Karan,UPI,56250
O00310,19-08-2024,C0010,Customer 10,Pune,Maharashtra,West,P010,Printer,Office Supplies,2,11500,8%,Neha,Credit Card,21160
O00311,19-03-2024,C0214,Customer 214,Jaipur,Rajasthan,North,P001,Laptop,Electronics,4,55000,5%,Vikram,UPI,209000
O00312,27-03-2024,C0160,Customer 160,Hyderabad,Telangana,South,P001,Laptop,Electronics,2,55000,0%,Amit,Debit Card,110000
O00313,11-02-2025,C0129,Customer 129,Kochi,Kerala,South,P003,Tablet,Electronics,1,18000,0%,Priya,Debit Card,18000
O00314,15-08-2024,C0058,Customer 58,Bhubaneswar,Odisha,East,P014,External SSD,Electronics,1,8500,10%,Arjun,Debit Card,7650
O00315,17-09-2024,C0051,Customer 51,Chennai,Tamil Nadu,South,P010,Printer,Office Supplies,2,11500,10%,Karan,UPI,20700
O00316,02-12-2024,C0038,Customer 38,Bhubaneswar,Odisha,East,P012,Backpack,Accessories,1,2200,10%,Amit,Cash,1980
O00317,14-07-2025,C0207,Customer 207,Pune,Maharashtra,West,P003,Tablet,Electronics,1,18000,2%,Amit,Debit Card,17640
O00318,04-01-2025,C0122,Customer 122,Delhi,Delhi,North,P014,External SSD,Electronics,1,8500,0%,Rahul,Cash,8500
O00319,08-06-2024,C0118,Customer 118,Kochi,Kerala,South,P005,Keyboard,Accessories,2,1800,10%,Priya,UPI,3240
O00320,05-02-2025,C0010,Customer 10,Bhubaneswar,Odisha,East,P001,Laptop,Electronics,1,55000,5%,Rahul,Credit Card,52250
O00321,17-02-2025,C0250,Customer 250,Lucknow,Uttar Pradesh,North,P002,Smartphone,Electronics,4,28000,8%,Rahul,Net Banking,103040
O00322,01-05-2024,C0120,Customer 120,Ahmedabad,Gujarat,West,P003,Tablet,Electronics,3,18000,10%,Amit,UPI,48600
O00323,31-01-2025,C0175,Customer 175,Pune,Maharashtra,West,P005,Keyboard,Accessories,1,1800,20%,Sneha,Debit Card,1440
O00324,21-07-2024,C0135,Customer 135,Delhi,Delhi,North,P012,Backpack,Accessories,1,2200,10%,Amit,Net Banking,1980
O00325,24-06-2025,C0029,Customer 29,Kochi,Kerala,South,P002,Smartphone,Electronics,2,28000,0%,Neha,UPI,56000
O00326,13-02-2024,C0243,Customer 243,Delhi,Delhi,North,P008,Office Chair,Furniture,2,12500,5%,Vikram,Debit Card,23750
O00327,19-01-2024,C0003,Customer 3,Bhubaneswar,Odisha,East,P006,Mouse,Accessories,1,950,0%,Priya,Debit Card,950
O00328,15-05-2024,C0128,Customer 128,Ahmedabad,Gujarat,West,P015,USB Hub,Accessories,2,1400,0%,Amit,Debit Card,2800
O00329,13-04-2024,C0003,Customer 3,Mumbai,Maharashtra,West,P004,Monitor,Electronics,1,14500,15%,Neha,UPI,12325
O00330,18-08-2024,C0010,Customer 10,Ahmedabad,Gujarat,West,P014,External SSD,Electronics,2,8500,8%,Karan,Debit Card,15640
O00331,21-08-2024,C0244,Customer 244,Thane,Maharashtra,West,P006,Mouse,Accessories,2,950,0%,Amit,UPI,1900
O00332,11-01-2025,C0121,Customer 121,Pune,Maharashtra,West,P005,Keyboard,Accessories,2,1800,10%,Arjun,UPI,3240
O00333,28-11-2025,C0056,Customer 56,Nashik,Maharashtra,West,P005,Keyboard,Accessories,1,1800,5%,Priya,Debit Card,1710
O00334,13-04-2025,C0246,Customer 246,Nashik,Maharashtra,West,P010,Printer,Office Supplies,1,11500,0%,Neha,Debit Card,11500
O00335,20-01-2024,C0004,Customer 4,Hyderabad,Telangana,South,P009,Desk,Furniture,1,16000,15%,Vikram,Debit Card,13600
O00336,24-02-2024,C0216,Customer 216,Ahmedabad,Gujarat,West,P010,Printer,Office Supplies,2,11500,0%,Karan,Debit Card,23000
O00337,06-07-2024,C0082,Customer 82,Nashik,Maharashtra,West,P015,USB Hub,Accessories,3,1400,5%,Sneha,UPI,3990
O00338,25-06-2025,C0152,Customer 152,Kochi,Kerala,South,P012,Backpack,Accessories,6,2200,2%,Priya,Credit Card,12936
O00339,15-12-2024,C0176,Customer 176,Kochi,Kerala,South,P004,Monitor,Electronics,1,14500,5%,Neha,Credit Card,13775
O00340,29-10-2024,C0113,Customer 113,Chennai,Tamil Nadu,South,P012,Backpack,Accessories,6,2200,15%,Vikram,UPI,11220
O00341,16-02-2024,C0198,Customer 198,Thane,Maharashtra,West,P004,Monitor,Electronics,1,14500,5%,Sneha,Debit Card,13775
O00342,03-02-2025,C0103,Customer 103,Lucknow,Uttar Pradesh,North,P010,Printer,Office Supplies,1,11500,5%,Neha,UPI,10925
O00343,10-09-2024,C0205,Customer 205,Chennai,Tamil Nadu,South,P001,Laptop,Electronics,2,55000,8%,Rahul,UPI,101200
O00344,30-06-2025,C0245,Customer 245,Nashik,Maharashtra,West,P010,Printer,Office Supplies,1,11500,15%,Vikram,Credit Card,9775
O00345,14-03-2024,C0212,Customer 212,Mumbai,Maharashtra,West,P005,Keyboard,Accessories,4,1800,8%,Neha,UPI,6624
O00346,02-10-2025,C0231,Customer 231,Delhi,Delhi,North,P002,Smartphone,Electronics,3,28000,0%,Amit,UPI,84000
O00347,22-07-2025,C0060,Customer 60,Hyderabad,Telangana,South,P012,Backpack,Accessories,2,2200,8%,Priya,UPI,4048
O00348,17-02-2025,C0152,Customer 152,Hyderabad,Telangana,South,P010,Printer,Office Supplies,1,11500,2%,Arjun,Net Banking,11270
O00349,09-09-2025,C0120,Customer 120,Bengaluru,Karnataka,South,P006,Mouse,Accessories,3,950,2%,Amit,Credit Card,2793
O00350,06-09-2024,C0184,Customer 184,Chennai,Tamil Nadu,South,P004,Monitor,Electronics,2,14500,5%,Neha,Credit Card,27550
O00351,02-02-2025,C0007,Customer 7,Surat,Gujarat,West,P015,USB Hub,Accessories,1,1400,8%,Priya,UPI,1288
O00352,01-03-2025,C0176,Customer 176,Delhi,Delhi,North,P005,Keyboard,Accessories,3,1800,10%,Sneha,Debit Card,4860
O00353,03-08-2025,C0058,Customer 58,Ahmedabad,Gujarat,West,P002,Smartphone,Electronics,2,28000,0%,Karan,UPI,56000
O00354,18-01-2025,C0115,Customer 115,Lucknow,Uttar Pradesh,North,P005,Keyboard,Accessories,5,1800,0%,Amit,UPI,9000
O00355,22-11-2024,C0196,Customer 196,Bhubaneswar,Odisha,East,P010,Printer,Office Supplies,2,11500,5%,Karan,UPI,21850
O00356,12-02-2024,C0098,Customer 98,Hyderabad,Telangana,South,P010,Printer,Office Supplies,1,11500,8%,Amit,Debit Card,10580
O00357,30-07-2025,C0238,Customer 238,Surat,Gujarat,West,P002,Smartphone,Electronics,1,28000,0%,Sneha,Net Banking,28000
O00358,23-05-2024,C0066,Customer 66,Bengaluru,Karnataka,South,P002,Smartphone,Electronics,1,28000,8%,Sneha,UPI,25760
O00359,24-07-2025,C0239,Customer 239,Jaipur,Rajasthan,North,P006,Mouse,Accessories,2,950,0%,Arjun,Credit Card,1900
O00360,15-06-2025,C0032,Customer 32,Delhi,Delhi,North,P005,Keyboard,Accessories,2,1800,10%,Priya,Credit Card,3240
O00361,19-03-2024,C0120,Customer 120,Jaipur,Rajasthan,North,P005,Keyboard,Accessories,4,1800,15%,Rahul,Net Banking,6120
O00362,26-01-2024,C0168,Customer 168,Bengaluru,Karnataka,South,P012,Backpack,Accessories,2,2200,5%,Karan,Credit Card,4180
O00363,07-07-2025,C0200,Customer 200,Hyderabad,Telangana,South,P001,Laptop,Electronics,2,55000,0%,Priya,Credit Card,110000
O00364,09-12-2025,C0123,Customer 123,Pune,Maharashtra,West,P011,Notebook,Office Supplies,5,180,2%,Neha,UPI,882
O00365,29-04-2025,C0220,Customer 220,Lucknow,Uttar Pradesh,North,P004,Monitor,Electronics,2,14500,10%,Arjun,UPI,26100
O00366,07-07-2025,C0238,Customer 238,Jaipur,Rajasthan,North,P002,Smartphone,Electronics,1,28000,5%,Neha,UPI,26600
O00367,09-10-2024,C0131,Customer 131,Kochi,Kerala,South,P003,Tablet,Electronics,1,18000,20%,Amit,Credit Card,14400
O00368,18-11-2025,C0247,Customer 247,Jaipur,Rajasthan,North,P005,Keyboard,Accessories,1,1800,5%,Sneha,Cash,1710
O00369,16-01-2024,C0019,Customer 19,Lucknow,Uttar Pradesh,North,P012,Backpack,Accessories,6,2200,5%,Vikram,Debit Card,12540
O00370,11-04-2024,C0013,Customer 13,Pune,Maharashtra,West,P004,Monitor,Electronics,5,14500,8%,Karan,UPI,66700
O00371,14-07-2024,C0025,Customer 25,Nashik,Maharashtra,West,P001,Laptop,Electronics,2,55000,15%,Sneha,Credit Card,93500
O00372,21-04-2025,C0227,Customer 227,Kochi,Kerala,South,P012,Backpack,Accessories,1,2200,15%,Sneha,Debit Card,1870
O00373,25-03-2025,C0172,Customer 172,Lucknow,Uttar Pradesh,North,P011,Notebook,Office Supplies,3,180,5%,Vikram,UPI,513
O00374,20-04-2025,C0214,Customer 214,Nashik,Maharashtra,West,P012,Backpack,Accessories,2,2200,2%,Priya,Net Banking,4312
O00375,05-11-2025,C0190,Customer 190,Mumbai,Maharashtra,West,P005,Keyboard,Accessories,1,1800,5%,Arjun,UPI,1710
O00376,24-06-2024,C0075,Customer 75,Lucknow,Uttar Pradesh,North,P007,Headphones,Accessories,2,3200,10%,Priya,Credit Card,5760
O00377,15-10-2024,C0015,Customer 15,Chennai,Tamil Nadu,South,P003,Tablet,Electronics,1,18000,8%,Neha,UPI,16560
O00378,29-03-2025,C0248,Customer 248,Hyderabad,Telangana,South,P015,USB Hub,Accessories,3,1400,2%,Karan,UPI,4116
O00379,30-05-2025,C0128,Customer 128,Bhubaneswar,Odisha,East,P003,Tablet,Electronics,3,18000,2%,Arjun,UPI,52920
O00380,28-10-2024,C0227,Customer 227,Lucknow,Uttar Pradesh,North,P005,Keyboard,Accessories,2,1800,15%,Amit,Debit Card,3060
O00381,25-07-2024,C0099,Customer 99,Hyderabad,Telangana,South,P013,Webcam,Electronics,1,4200,15%,Rahul,UPI,3570
O00382,11-07-2025,C0187,Customer 187,Chennai,Tamil Nadu,South,P002,Smartphone,Electronics,2,28000,10%,Karan,UPI,50400
O00383,21-05-2025,C0147,Customer 147,Kolkata,West Bengal,East,P015,USB Hub,Accessories,1,1400,0%,Karan,UPI,1400
O00384,23-03-2024,C0102,Customer 102,Delhi,Delhi,North,P006,Mouse,Accessories,5,950,10%,Rahul,Net Banking,4275
O00385,18-12-2025,C0212,Customer 212,Kochi,Kerala,South,P007,Headphones,Accessories,2,3200,2%,Arjun,Credit Card,6272
O00386,01-02-2025,C0019,Customer 19,Bhubaneswar,Odisha,East,P004,Monitor,Electronics,1,14500,0%,Priya,UPI,14500
O00387,10-01-2025,C0030,Customer 30,Lucknow,Uttar Pradesh,North,P001,Laptop,Electronics,1,55000,10%,Vikram,UPI,49500
O00388,10-02-2024,C0187,Customer 187,Kolkata,West Bengal,East,P014,External SSD,Electronics,1,8500,15%,Karan,Net Banking,7225
O00389,23-09-2025,C0125,Customer 125,Kolkata,West Bengal,East,P006,Mouse,Accessories,1,950,0%,Vikram,UPI,950
O00390,04-02-2024,C0176,Customer 176,Kolkata,West Bengal,East,P012,Backpack,Accessories,1,2200,10%,Vikram,Credit Card,1980
O00391,14-11-2025,C0069,Customer 69,Thane,Maharashtra,West,P005,Keyboard,Accessories,1,1800,0%,Vikram,UPI,1800
O00392,28-12-2025,C0035,Customer 35,Mumbai,Maharashtra,West,P002,Smartphone,Electronics,5,28000,0%,Arjun,Credit Card,140000
O00393,22-06-2024,C0076,Customer 76,Surat,Gujarat,West,P012,Backpack,Accessories,3,2200,8%,Neha,UPI,6072
O00394,03-07-2025,C0150,Customer 150,Jaipur,Rajasthan,North,P005,Keyboard,Accessories,2,1800,8%,Priya,Debit Card,3312
O00395,09-02-2025,C0092,Customer 92,Hyderabad,Telangana,South,P004,Monitor,Electronics,3,14500,20%,Priya,Cash,34800
O00396,26-12-2024,C0162,Customer 162,Chennai,Tamil Nadu,South,P007,Headphones,Accessories,2,3200,8%,Sneha,Net Banking,5888
O00397,18-09-2024,C0210,Customer 210,Mumbai,Maharashtra,West,P013,Webcam,Electronics,1,4200,0%,Priya,Credit Card,4200
O00398,27-02-2025,C0185,Customer 185,Kochi,Kerala,South,P013,Webcam,Electronics,2,4200,5%,Priya,UPI,7980
O00399,18-02-2024,C0141,Customer 141,Kochi,Kerala,South,P006,Mouse,Accessories,1,950,2%,Rahul,Net Banking,931
O00400,06-12-2024,C0097,Customer 97,Bengaluru,Karnataka,South,P007,Headphones,Accessories,1,3200,2%,Neha,UPI,3136
O00401,09-12-2024,C0126,Customer 126,Lucknow,Uttar Pradesh,North,P009,Desk,Furniture,1,16000,8%,Karan,Credit Card,14720
